,Type,Combo,cnt.spp.IndicatorClass_TP_high,prop.spp.IndicatorClass_DOC_high,prop.spp.Green,prop.spp.BCG3
203R00983_6.6.13_1,int,1.029668229,1.060086298,1.101567766,1.511486266,0.445532584
204ALA320_6.17.13_1,int,0.249836768,0.808404537,0,0.190942536,0
204ALA382_6.11.13_1,int,0.82156256,1.190295435,1.032768702,0.416462474,0.646723629
204ALA396_6.24.13_1,int,0.485676782,0.26731955,0.948163759,0.005832645,0.721391173
204ALA410_5.8.13_1,int,0.894317825,0.795064724,1.101567766,0.56680735,1.113831459
204ALA525_5.22.12_1,int,0.908219847,0.808404537,1.265639985,0.763770144,0.795064724
204IND200_5.20.08_1,int,0.812790182,1.190295435,0.621233059,1.054677695,0.384954541
204IND200_5.20.08_2,int,0.490064623,0.801958651,0.360894006,0.797405835,0
204IND200_6.16.08_1,int,1.06481409,1.325107873,0.950322764,1.983825725,0
204R00590_5.8.13_1,int,0.737718538,1.077872716,0.731176179,0.700122632,0.441702624
204R00647_6.18.12_1,int,0.825730979,1.190295435,0.757402941,0.879693462,0.47553208
204R00751_6.5.13_1,int,0.604154774,1.069278201,0,1.347340894,0
204R00751_6.5.13_2,int,0.885124945,1.060086298,0.496587757,1.983825725,0
204SLE150_5.9.13_1,int,0.675065035,1.077872716,0.285789674,1.336597751,0
205COY140_6.17.09_1,int,0.82955067,0.79353029,1.075132665,0.656986256,0.792553467
205GCAxxx_7.15.10_1,int,0.787103148,0.801958651,0.48839336,0.866147718,0.991912862
205GCAxxx_7.15.10_2,int,1.183513738,1.060086298,0.799077762,1.983825725,0.891065167
205PS0234_5.22.13_1,int,0.757528978,0.808404537,1.338521413,0.642261257,0.240928704
205R00110_6.18.12_1,int,1.379904858,1.983825725,1.336597751,0.851855061,1.347340894
205R00374_6.3.13_1,int,0.564936573,0.5346391,0.360894006,0.797405835,0.56680735
205STE110_7.13.09_1,int,1.294896884,1.060086298,0.799077762,1.983825725,1.336597751
206NAP700_6.21.12_1,int,1.229956226,1.077872716,1.621949189,1.336597751,0.883405249
206PIN610_6.3.13_1,int,0.728042113,1.58706058,0,1.325107873,0
206PIN825_5.22.13_1,int,1.105281305,1.069278201,0.870891423,1.347340894,1.1336147
206R00407_4.24.14_1,int,1.183513738,1.060086298,0.799077762,1.983825725,0.891065167
206RIC100_5.11.09_1,int,1.17658529,1.077872716,1.65620969,0.749082256,1.223176498
206RIC100_5.2.08_1,int,1.419342592,1.983825725,1.336597751,1.009605999,1.347340894
206RIC100_6.1.10_1,int,1.142788884,1.069278201,1.295889271,1.072373365,1.1336147
206RIC100_6.17.09_1,int,1.196742947,1.060086298,1.101567766,1.511486266,1.113831459
206RIC100_6.19.08_1,int,0.985730425,1.077872716,0.998408082,1.336597751,0.530043149
206RIC100_8.12.09_1,int,1.038136611,1.58706058,1.152799931,0.694104124,0.71858181
206RIC100_8.14.08_1,int,1.109581977,1.069278201,1.023890648,1.154863624,1.190295435
206RIC100_8.2.11_1,int,1.164068623,1.325107873,1.347340894,1.983825725,0
206SON160_9.6.11_1,int,1.166941093,1.347340894,1.983825725,1.336597751,0
206SON300_7.14.09_1,int,0.993024553,1.58706058,0.792706243,0.694104124,0.898227263
206SON300_8.10.11_1,int,1.00226163,1.336597751,1.325107873,1.347340894,0
207MTD117_4.22.09_1,int,0.668112192,1.325107873,1.347340894,0,0
207MTD117_5.24.10_1,int,0.834092516,1.077872716,1.399255937,0.859241411,0
207MTD117_5.6.08_1,int,0.867659023,1.983825725,0.792706243,0.694104124,0
207R00271_4.29.13_1,int,0.717516755,1.069278201,0.9346411,0.866147718,0
207SUI070_6.13.13_1,int,0.497093558,0.530043149,0.885503477,0,0.572827608
207SUL200_5.28.14_1,int,0.851500625,0.808404537,1.399255937,0.668298876,0.530043149
207WAL475_6.12.12_1,int,0.728042113,1.58706058,0,1.325107873,0
207WHC634_5.29.13_1,int,1.131265358,1.069278201,0.785891854,1.347340894,1.322550483
207WHC634_5.29.13_2,int,1.183513738,1.060086298,0.799077762,1.983825725,0.891065167
304APS_7.6.11_1,int,1.119070085,1.077872716,1.399255937,1.336597751,0.662553937
304PS0018_6.4.08_1,int,0.728042113,1.58706058,0,1.325107873,0
304PS0194_6.18.12_1,int,0.800627737,1.069278201,0.785891854,1.347340894,0
304PS0253_5.22.14_1,int,1.143693095,1.060086298,1.074068675,1.468546316,0.972071092
304PS0253_6.5.14_1,int,1.368218539,1.077872716,1.733295816,1.336597751,1.325107873
304SPC236_6.28.10_1,int,1.132146045,1.58706058,0.94274528,1.325107873,0.673670447
305CLCSBR_6.11.08_1,int,1.208773263,1.069278201,1.023890648,1.154863624,1.58706058
307PS0028_6.3.08_1,int,0.959811858,0.795064724,0.799077762,1.35403978,0.891065167
307PS0044_6.8.09_1,int,0.904553216,0.808404537,1.338521413,0.989429504,0.481857408
308BGC_5.28.14_1,int,0.965107172,1.190295435,1.248824915,1.097946523,0.323361815
308BGC_6.14.11_1,int,0.998127315,0.801958651,0.845391552,1.154863624,1.190295435
308BGC_8.11.11_1,int,0.98625038,0.795064724,0.985225456,1.547820071,0.61689127
308LIM_6.4.14_1,int,1.201444279,0.808404537,1.645390584,1.23610168,1.115880314
308LIM_6.4.14_2,int,1.131691756,1.190295435,1.122792124,1.135806748,1.077872716
308PS0204_5.21.13_1,int,1.027329144,1.069278201,1.125890132,1.347340894,0.56680735
309ANT_5.24.12_1,int,0.967690669,0.795064724,1.213011452,1.088866751,0.773819751
309CLCBVC_7.15.08_1,int,0.675065035,1.077872716,0.285789674,1.336597751,0
309LAS1MI_6.13.12_1,int,0.904374287,1.190295435,1.10478744,0.567903374,0.754510901
309LOR_5.29.12_1,int,0.881146153,1.069278201,0.823079165,0.144357953,1.487869293
309PS0040_6.3.08_1,int,0.15612776,0.530043149,0,0.094467892,0
309PS0043_6.10.09_1,int,0.903552532,0.538936358,1.504742214,0.733621322,0.836910236
309PS0043_7.8.09_1,int,0.770577826,0.79353029,1.001456207,0.584364342,0.702960467
309SAP_5.23.12_1,int,1.177635269,1.069278201,1.232139594,0.866147718,1.542975564
309SARANF_8.26.08_1,int,0.774054788,0.265021575,0.915420071,0.784810177,1.130967328
309SDCMCC_7.14.08_1,int,0.364939447,1.077872716,0,0.381885072,0
309SEC_7.2.12_1,int,0.918859223,1.190295435,1.135652613,0.964534302,0.384954541
309SED071_4.3.12_1,int,1.027696534,0.801958651,1.023890648,0.962386353,1.322550483
309SED071_5.3.12_1,int,1.078870642,0.795064724,1.083774236,1.650409636,0.786233971
309SED071_6.13.12_1,int,1.011528602,1.077872716,1.532871888,1.082007703,0.353362099
309SED071_7.24.12_1,int,1.074514635,1.58706058,1.152799931,1.198907123,0.359290905
309SED071_8.30.12_1,int,0.89947092,1.069278201,1.046203035,0.986446012,0.495956431
310AGS_5.29.14_1,int,0.90157449,0.795064724,0.859575762,1.417018375,0.5346391
310OLD_6.15.10_1,int,0.765344016,0.808404537,0.731176179,0.859241411,0.662553937
310SSU_6.15.11_1,int,0.946416912,1.190295435,0.792706243,0.904438707,0.898227263
310SSU_8.11.11_1,int,0.915571389,1.069278201,1.125890132,0.522438306,0.944678916
312CAV_4.19.13_1,int,0.750149717,0.795064724,0.950322764,0.921061944,0.334149438
312SIV_5.3.13_1,int,0.550345233,0.269468179,1.142302184,0.381885072,0.407725499
313SAB_5.29.14_1,int,0.574538065,1.190295435,0.49262817,0.615228655,0
314WE1102_6.12.12_1,int,1.141574232,1.069278201,1.15776497,1.347340894,0.991912862
315ARH101_6.14.10_1,int,0.935971428,0.795064724,1.000737764,1.35403978,0.594043445
402BA0031_5.28.08_1,int,1.070837446,1.077872716,1.621949189,0.700122632,0.883405249
402BA0079_5.28.08_1,int,0.577196281,0.79353029,0.792706243,0.273434958,0.449113631
402BA0143_5.21.08_1,int,0.572437722,0.26731955,0.96439095,0,1.058040386
402BA0335_5.27.08_1,int,0.34892368,0,0.69824776,0.251914378,0.445532584
402BA0335_5.27.08_2,int,0.373041372,0,0.966969035,0.213406364,0.311790088
403BA0027_5.20.08_1,int,1.126405413,1.58706058,1.298100893,0.627682677,0.992777501
403BA0027_6.18.14_1,int,0.868954947,0.801958651,1.099048163,0.739517935,0.835295042
403BA0136_5.13.08_1,int,0.668112192,1.325107873,1.347340894,0,0
403BA0136_6.17.14_1,int,1.053090982,1.077872716,1.532871888,1.336597751,0.265021575
403BA0191_5.14.08_1,int,0.292379343,0.79353029,0.083430798,0.292556284,0
403FCA022_5.29.13_1,int,0.646054251,1.069278201,0.48839336,1.026545443,0
403M01505_6.29.15_1,int,1.164068623,1.325107873,1.347340894,1.983825725,0
403M01506_6.17.15_1,int,1.166941093,1.347340894,1.983825725,1.336597751,0
403M05757_6.29.15_1,int,1.385939653,1.983825725,1.336597751,1.325107873,0.898227263
403M05771_4.30.15_1,int,1.00226163,1.336597751,1.325107873,1.347340894,0
403PRCAGH_6.2.11_1,int,0.881138277,1.060086298,0.885503477,1.578963332,0
403S00640_6.11.09_1,int,1.090130502,1.077872716,1.532871888,0.954712679,0.795064724
403S00640_6.11.09_2,int,1.008157854,1.58706058,0.901825543,0.808832078,0.734913215
403S00772_5.20.09_1,int,0.90188868,0.801958651,0.845391552,0.769909083,1.190295435
403S00831_6.10.10_1,int,0.914847109,1.060086298,1.252812768,0.56680735,0.779682022
403S01136_6.13.11_1,int,0.889700088,0.808404537,1.265639985,0.954712679,0.530043149
403S01163_6.8.09_1,int,0.781554858,1.190295435,0.792706243,0.694104124,0.449113631
403S01195_6.10.09_1,int,1.206979291,1.069278201,1.182556512,0.812681809,1.763400644
403S01272_6.9.09_1,int,0.833687077,0.795064724,0.950322764,0.921061944,0.668298876
403S01707_6.7.10_1,int,1.127014457,1.077872716,1.95114791,0.6724498,0.806587401
403S01728_7.13.11_1,int,0.71501151,1.190295435,0.717686725,0.615228655,0.336835224
403S02363_6.16.11_1,int,1.194756991,1.069278201,1.125890132,1.072373365,1.511486266
403S02764_6.14.11_1,int,0.805466114,0.795064724,0.496587757,1.039146808,0.891065167
403S04600_6.8.10_1,int,0.546062772,0.538936358,0.998408082,0.381885072,0.265021575
403S05291_6.7.10_1,int,1.0255367,1.190295435,1.167803835,0.733541858,1.010505671
403S06139_6.27.12_1,int,1.063408339,1.069278201,1.27270757,0.589097101,1.322550483
403S06283_6.13.12_1,int,0.809138553,0.795064724,0.885503477,1.174100939,0.381885072
403S06660_6.14.12_1,int,0.446471002,0,1.245083685,0.235006198,0.305794125
403S06660_6.14.12_2,int,0.351570492,0,0.901825543,0.177828329,0.326628096
403S06904_6.9.10_1,int,0.534756753,0.801958651,0.71151723,0.62555113,0
403S07024_6.13.12_1,int,0.458552883,0.795064724,0,1.039146808,0
403S07227_6.27.12_1,int,1.136225441,1.077872716,1.733295816,0.739902327,0.993830905
403S15608_6.8.10_1,int,0.29980495,0.79353029,0.342589134,0.063100375,0
403S16332_6.26.13_1,int,0.996109097,0.801958651,1.023890648,0.769909083,1.388678007
403S16493_6.24.13_1,int,0.878105936,0.530043149,1.124836228,0.966479199,0.891065167
403S16978_6.26.13_1,int,0.834597299,0.808404537,1.338521413,0.468677134,0.722786113
403S18093_6.24.13_1,int,1.116063766,1.58706058,1.229183441,0.851855061,0.796155983
403S18093_6.24.13_2,int,1.082542462,1.069278201,1.194952282,0.826048286,1.239891078
404ARRSEQ_6.6.12_1,int,1.219274383,1.060086298,0.496587757,1.983825725,1.336597751
404BA0104_6.18.08_1,int,0.713870589,0.538936358,0.953869432,0.700122632,0.662553937
404BA0526_6.4.08_1,int,0.918172281,1.58706058,0.792706243,0.694104124,0.598818175
404BA0616_6.3.08_1,int,0.629329073,0.5346391,0.785891854,0.866147718,0.330637621
404BA0852_6.3.08_1,int,0.77854936,0.795064724,0.909074127,0.437987498,0.972071092
404BA0964_6.4.08_1,int,0.968426464,0.808404537,1.494695902,0.245497546,1.325107873
404BA1128_6.19.08_1,int,0.725694411,1.190295435,0.621233059,0.513817339,0.577431812
404BA1128_6.3.14_1,int,0.576293527,0.26731955,0.666892456,0.577431812,0.79353029
404BA1144_6.10.08_1,int,1.064047041,1.060086298,1.156565948,0.824447054,1.215088865
404BA1166_6.10.08_1,int,0.780384074,0.269468179,1.303815971,0.791047649,0.757204499
404BA1166_6.4.09_1,int,1.023902566,1.190295435,0.94274528,0.615228655,1.347340894
404S01128_6.23.10_1,int,0.524465119,0.801958651,0.309894264,0.192477271,0.79353029
404S06456_5.14.09_1,int,0.768247553,0.795064724,0.985225456,0.675808763,0.61689127
404S08846_6.22.10_1,int,1.139801091,1.077872716,1.473487021,1.124439378,0.883405249
404S11406_5.11.09_1,int,0.747079686,1.190295435,0.312581326,0.946505624,0.538936358
404S16168_6.23.10_1,int,0.847291113,0.801958651,0.785891854,0.919613626,0.881700322
404S17266_5.19.09_1,int,0.643103668,0.795064724,0.62622633,0.769238546,0.381885072
404S23297_6.19.13_1,int,1.322191662,1.077872716,1.685575833,1.200210226,1.325107873
404S25298_6.20.12_1,int,0.747079686,1.190295435,0.312581326,0.946505624,0.538936358
404S32468_6.26.12_1,int,0.969483337,0.801958651,1.15776497,0.926296865,0.991912862
404S34230_6.19.13_1,int,1.288564997,1.060086298,1.041069765,1.983825725,1.069278201
404S35418_6.25.12_1,int,0.477818823,0.808404537,0,0.572827608,0.530043149
404S35418_6.25.12_2,int,0.689583001,1.190295435,0.04251106,0.851855061,0.673670447
404S45622_6.3.13_1,int,0.664344311,0.801958651,0.48839336,0.705749992,0.661275242
404S45622_6.3.13_2,int,1.102064153,0.795064724,0.859575762,1.417018375,1.336597751
404S45745_6.18.13_1,int,1.05243317,1.077872716,1.621949189,0.700122632,0.809788145
404S48200_6.18.13_1,int,1.079061704,1.58706058,1.126126325,0.904438707,0.698621204
405BH2Axx_6.16.10_1,int,0.909861984,0.801958651,0.48839336,1.026545443,1.322550483
405BH2Axx_6.16.10_2,int,0.941006132,0.795064724,0.62622633,1.578963332,0.763770144
405BH2Axx_6.16.10_3,int,0.598324077,0.808404537,0.063096422,0.859241411,0.662553937
405BH3Axx_6.17.10_1,int,1.1135166,1.58706058,1.092784317,1.325107873,0.449113631
405BH3Axx_6.17.10_2,int,1.169030982,1.069278201,1.125890132,1.347340894,1.1336147
405BH3Axx_6.17.10_3,int,1.147753093,1.060086298,1.101567766,1.983825725,0.445532584
405BH3Cxx_6.17.10_1,int,1.11953057,1.077872716,1.621949189,1.336597751,0.441702624
405CE0280_7.6.15_1,int,1.161382837,1.983825725,1.336597751,1.325107873,0
405PS0030_5.21.08_1,int,0.96926046,1.069278201,0.666892456,1.347340894,0.79353029
405PS0030_7.8.15_1,int,1.331143342,1.325107873,1.347340894,1.983825725,0.668298876
405PS0036_5.28.08_1,int,0.928624554,1.077872716,1.176562684,1.018360191,0.441702624
405PS0036_5.28.08_2,int,0.947652822,1.58706058,0.878442836,1.325107873,0
408BA0268_5.6.08_1,int,0.640230012,1.069278201,0.785891854,0.705749992,0
408BA0660_5.6.08_1,int,0.19069537,0,0.383154006,0.212552756,0.167074719
408BA0660_6.4.14_1,int,0.626922266,0,1.176562684,0.700122632,0.631003749
412BH1Axx_6.15.10_1,int,0.842985516,1.58706058,0.192550097,0.694104124,0.898227263
412BH1Axx_6.15.10_2,int,0.604154774,1.069278201,0,1.347340894,0
412BH1Axx_6.15.10_3,int,0.573332715,1.060086298,0.194097753,1.039146808,0
412BH4Axx_6.18.10_1,int,0.714753431,1.077872716,1.399255937,0.381885072,0
412WE0552_8.26.15_1,int,1.329800449,1.983825725,1.336597751,1.325107873,0.673670447
481S05856_6.13.13_1,int,0.92222998,0.801958651,1.065890436,1.120897047,0.700173785
504PS0051_7.1.08_1,int,1.084559106,0.795064724,1.162065767,1.1336147,1.247491234
504PS0083_6.17.09_1,int,0.603617617,1.077872716,0,1.336597751,0
504PS0147_6.23.08_1,int,1.114404596,1.58706058,1.079737444,0.502059505,1.288760856
504PS0574_6.6.13_1,int,1.164702058,1.069278201,1.286941948,0.840821761,1.461766323
505PS0156_8.13.08_1,int,1.155205496,1.060086298,1.000737764,1.668932752,0.891065167
505PS0156_8.13.08_2,int,1.201889327,1.077872716,1.399255937,1.336597751,0.993830905
505PS0940_9.26.11_1,int,1.201130768,1.58706058,1.242823353,0.851855061,1.122784079
505PS1180_8.21.13_1,int,0.866032738,1.069278201,1.023890648,0.577431812,0.79353029
505PS1180_8.7.13_1,int,0.945957563,1.060086298,1.144780624,1.578963332,0
506PS0003_7.2.08_1,int,1.213523297,1.077872716,1.303815971,1.336597751,1.135806748
506PS0003_7.28.09_1,int,0.936294394,1.58706058,0.672675014,0.946505624,0.538936358
506PS0003_7.29.08_1,int,1.127382532,1.069278201,0.984224183,1.13347726,1.322550483
506PS0003_9.14.10_1,int,1.020358511,1.060086298,1.274419197,1.174100939,0.572827608
507BCSFBM_8.5.08_1,int,1.241713631,1.077872716,1.800103791,0.763770144,1.325107873
507BTC269_8.12.14_1,int,1.095591912,1.58706058,1.254364818,0.815450999,0.725491251
507DCABSF_10.22.14_1,int,1.087295278,1.069278201,1.243581844,1.273311175,0.763009894
507DCBLLB_10.22.14_1,int,1.152672688,1.060086298,1.258862568,1.757102785,0.5346391
507PS0122_6.29.09_1,int,0.93258431,0.538936358,1.553428188,0.822521693,0.815450999
507PS0142_8.4.10_1,int,1.176221498,1.58706058,1.298100893,0.826947019,0.992777501
507PS0314_9.8.11_1,int,1.017585124,1.069278201,1.15776497,1.347340894,0.495956431
507RCBLPF_10.21.14_1,int,1.204925369,1.060086298,1.213011452,1.983825725,0.562778
508PS0042_7.2.08_1,int,0.630203139,0.269468179,1.082797104,0.331637036,0.836910236
508PS0298_7.20.11_1,int,0.845620554,1.190295435,1.065504492,0.636740147,0.489942143
508PS0298_7.20.11_2,int,0.808554472,0.801958651,1.148063933,0.594168966,0.690026339
508PS0458_7.1.13_1,int,1.041428831,1.060086298,1.144780624,1.578963332,0.381885072
509BCCBPW_5.21.09_1,int,0.547733492,1.077872716,0.731176179,0.381885072,0
509BCCBPW_6.10.09_1,int,1.281182945,1.58706058,1.135652613,1.054677695,1.347340894
509BCCBPW_7.9.09_1,int,1.176965614,1.069278201,1.182556512,1.13347726,1.322550483
509BCCBPW_8.10.09_1,int,0.530870351,1.060086298,0.496587757,0.56680735,0
509BCCBPW_9.10.09_1,int,1.041485985,1.077872716,1.566275876,0.859241411,0.662553937
509DCPWxx_8.21.08_1,int,1.161934636,1.190295435,0.94274528,1.167356936,1.347340894
509DRCBPC_8.29.11_1,int,0.770877888,1.069278201,0.666892456,1.347340894,0
509PS0049_8.26.10_1,int,1.107335117,1.060086298,1.325147334,0.998073812,1.046033023
509PS0049_9.13.10_1,int,1.009731411,1.077872716,1.685575833,0.518272597,0.757204499
513PS0024_6.25.08_1,int,1.188285249,1.58706058,0.94274528,1.325107873,0.898227263
513PS0088_8.17.09_1,int,1.025644117,1.069278201,0.9346411,1.106744306,0.991912862
513PS0088_8.17.09_2,int,0.869649616,1.060086298,0.885503477,0.769238546,0.763770144
513PS0248_7.27.11_1,int,1.219144953,1.077872716,1.926687324,1.035109537,0.836910236
514DNCLDC_10.12.10_1,int,1.168759217,1.58706058,1.212815546,0.662553937,1.212606805
514PCAPCR_10.29.14_1,int,1.248974291,1.069278201,1.218616935,1.084871889,1.623130138
514PS0019_8.13.08_1,int,0.820870801,0.530043149,1.111325508,0.52109708,1.121017469
514PS0099_7.18.12_1,int,0.979727569,1.077872716,1.910140457,0.775002057,0.155895044
515PS0430_7.7.11_1,int,0.795171568,1.190295435,1.032768702,0.283951687,0.673670447
515PS0430_7.7.11_2,int,0.722349952,0.5346391,0.975209077,0.297464873,1.082086759
516PS0287_9.21.11_1,int,0.890403952,0.795064724,1.177190267,0.921061944,0.668298876
516PS0324_6.28.12_1,int,0.900909327,0.808404537,1.722520336,0.474276621,0.598435814
516PS0324_6.28.12_2,int,0.872311859,1.190295435,1.167803835,0.457477718,0.673670447
516PS0324_7.31.12_1,int,0.910941768,0.801958651,1.043187848,0.619048519,1.179572052
516PS0516_8.6.13_1,int,0.760692895,0.795064724,1.041069765,0.850211025,0.356426067
517FCA139_6.18.14_1,int,1.076274922,1.077872716,1.975186762,0.61233296,0.639707249
517PLC130_7.28.13_1,int,0.972978813,1.58706058,1.135652613,0.784247517,0.384954541
517PS0030_7.22.09_1,int,0.761268011,0.801958651,1.083390347,0.278022724,0.881700322
517PS0039_7.1.09_1,int,1.294896884,1.060086298,0.799077762,1.983825725,1.336597751
517PS0061_9.8.10_1,int,1.107952988,1.077872716,1.770411358,0.700122632,0.883405249
517PS0132_7.1.09_1,int,1.213575401,1.58706058,1.135652613,0.784247517,1.347340894
517SMC266_8.19.14_1,int,1.012356983,0.801958651,1.065890436,0.781231275,1.40034757
518FRE265_7.14.14_1,int,0.805807068,0.530043149,1.083774236,0.928008112,0.681402775
518FRE277_8.18.14_1,int,0.952023264,0.538936358,1.74144313,1.0105983,0.517115268
518FRM117_6.17.13_1,int,0.853663323,1.58706058,1.152799931,0.315501875,0.359290905
518FRM117_7.29.13_1,int,0.825146961,1.069278201,0.9346411,0.304755678,0.991912862
518JSC273_8.19.14_1,int,1.120764609,1.060086298,1.264446999,1.438818657,0.719706481
518LCC233_7.15.14_1,int,0.942083036,0.538936358,1.70760044,0.859241411,0.662553937
518PS0001_7.28.08_1,int,1.23304609,1.58706058,0.672675014,1.325107873,1.347340894
518PS0001_8.19.08_1,int,1.343764936,1.069278201,1.225672235,1.096283585,1.983825725
518PS0017_8.19.08_1,int,0.875072367,1.060086298,0.496587757,1.275316537,0.668298876
518PS0029_6.30.09_1,int,1.160992582,1.077872716,1.770411358,0.912281005,0.883405249
518PS0029_7.22.09_1,int,1.182250454,1.58706058,0.94274528,0.851855061,1.347340894
518PS0045_7.21.09_1,int,1.246983142,1.069278201,0.870891423,1.347340894,1.70042205
518PS0089_9.25.12_1,int,1.02296651,1.060086298,1.101567766,1.039146808,0.891065167
518PS0125_6.18.13_1,int,0.845949496,0.808404537,1.553428188,0.308445635,0.713519624
518RCC169_7.29.13_1,int,0.979432294,1.190295435,1.167803835,0.970168264,0.589461641
518WLCBCP_9.25.12_1,int,1.146224473,1.069278201,1.243581844,1.051222017,1.220815831
519PS0198_7.15.09_1,int,0.787746628,0.530043149,0.885503477,0.971669743,0.763770144
519PS0198_7.15.09_2,int,0.771001558,0.538936358,1.431069259,0.609197614,0.504802999
519PS0278_7.7.10_1,int,0.973873315,1.58706058,1.013816403,0.727314848,0.567301429
519PS0278_8.5.10_1,int,0.476459125,0.5346391,0.785891854,0.320795451,0.264510097
520PS0135_7.29.09_1,int,1.266588642,1.060086298,1.000737764,1.668932752,1.336597751
520PS0135_7.29.09_2,int,1.145329534,1.077872716,1.303815971,1.0638227,1.135806748
520PS0199_8.23.10_1,int,1.129191396,1.58706058,1.292836365,0.588936832,1.047931807
520PS0199_8.23.10_2,int,1.138393826,1.069278201,1.238089564,0.500440904,1.745766638
